Date,Alexander Lake (1267) Air Temperature Minimum (degC),Alexander Lake (1267) Air Temperature Average (degC),Alexander Lake (1267) Air Temperature Maximum (degC),Alexander Lake (1267) Precipitation Accumulation (mm) Start of Day Values,Alexander Lake (1267) Precipitation Increment - Snow-adj (mm),Alexander Lake (1267) Snow Depth (cm) Start of Day Values,Alexander Lake (1267) Snow Density (pct) Start of Day Values
28/06/2017,8.2,12.4,18.9,274,0,0,
29/06/2017,8.7,12.2,15.1,274,5,0,
30/06/2017,9,12,17.8,279,3,0,
01/07/2017,10,15,22.7,282,0,0,
02/07/2017,9.6,10.9,12.2,282,3,0,
03/07/2017,8.8,12.1,17.2,284,3,0,
04/07/2017,8.8,13.6,20.2,287,0,0,
05/07/2017,8.8,15.2,22.9,287,0,0,
06/07/2017,8.1,16.4,26.9,287,0,0,
07/07/2017,11,16,21.9,287,0,0,
08/07/2017,8.6,12.8,18.8,287,13,0,
09/07/2017,8.6,12.9,19.6,300,3,0,
10/07/2017,6.7,13.3,18.9,302,0,0,
11/07/2017,10.5,14.9,21.4,302,0,0,
12/07/2017,9.7,18.8,29.2,302,0,0,
13/07/2017,9.1,17.9,27.9,302,0,0,
14/07/2017,14.2,16.8,20.8,302,0,0,
15/07/2017,12.7,16.8,22.6,302,0,0,
16/07/2017,9.5,15.2,23.1,302,0,0,
17/07/2017,9.1,13.9,19.3,302,0,0,
18/07/2017,11.7,12.9,14.3,302,8,0,
19/07/2017,11.4,13.6,16.9,310,3,0,
20/07/2017,10.8,16.3,23.1,312,0,0,
21/07/2017,10.2,16.8,24.8,312,0,0,
22/07/2017,10,17.5,27.9,312,0,0,
23/07/2017,11.1,18.1,24.1,312,0,0,
24/07/2017,11.9,14.8,17.2,312,0,0,
25/07/2017,11.7,13.3,16.8,312,0,0,
26/07/2017,11.1,13.6,16.7,312,8,0,
27/07/2017,10.7,16.2,22.5,320,0,0,
28/07/2017,9.5,13.8,17,320,0,0,
29/07/2017,11.1,15.8,23.4,320,0,0,
30/07/2017,10.9,16.9,23.6,320,0,0,
31/07/2017,13.6,16.6,20.4,320,3,0,
01/08/2017,10.8,14.8,19.8,323,0,0,
02/08/2017,11.6,13.6,15.7,323,5,0,
03/08/2017,11.7,12.9,14.5,328,5,0,
04/08/2017,10.7,14.8,22,333,0,0,
05/08/2017,8.4,17.2,28.3,333,0,0,
06/08/2017,11.5,17.1,24.6,333,0,0,
07/08/2017,8.3,13.7,20.4,333,0,0,
08/08/2017,10.9,15.8,21.3,333,0,0,
09/08/2017,10.6,14.8,20.1,333,0,0,
10/08/2017,11.7,14.8,20.3,333,5,0,
11/08/2017,9.6,12.5,16.3,338,5,0,
12/08/2017,9.9,12.4,17.6,343,8,0,
13/08/2017,8.7,11.5,15.7,351,3,0,
14/08/2017,6.9,12.1,18.2,353,0,0,
15/08/2017,9.8,12.9,17.7,353,0,0,
16/08/2017,8.2,10.3,13.8,353,8,0,
17/08/2017,7.7,10.2,13.6,361,5,0,
18/08/2017,8.3,9.5,11.3,366,10,0,
19/08/2017,8,10.6,15.4,376,0,0,
20/08/2017,8.6,9.6,10.5,376,23,0,
21/08/2017,6.4,12,19.4,399,0,0,
22/08/2017,7.6,13.9,21.3,399,0,0,
23/08/2017,9.4,11.6,14.7,399,3,0,
24/08/2017,9.9,11.2,13.1,401,15,0,
25/08/2017,9.4,11.9,17,417,0,0,
26/08/2017,9.4,11.7,16.2,417,8,0,
27/08/2017,6.3,11.7,18.7,424,0,0,
28/08/2017,7.1,12,18.1,424,0,0,
29/08/2017,8.6,10.9,15.7,424,5,0,
30/08/2017,9.2,11.8,16.6,429,0,0,
31/08/2017,8.3,9.6,10.8,429,10,0,
01/09/2017,6.6,9.4,13.5,439,5,0,
02/09/2017,5.7,9.3,14.4,444,0,0,
03/09/2017,6.2,8.7,12.3,444,3,0,
04/09/2017,6.8,10.6,16.4,447,0,0,
05/09/2017,6.2,9,12.4,447,15,0,
06/09/2017,6.9,10.2,12.3,462,3,0,
07/09/2017,6.8,8.9,12.3,465,0,0,
08/09/2017,6.2,11.3,18.2,465,0,0,
09/09/2017,6.5,10.3,16.3,465,0,0,
10/09/2017,7.1,9.2,12.1,465,3,0,
11/09/2017,7.4,9.9,14.8,467,0,0,
12/09/2017,5.1,8.7,10.9,467,0,0,
13/09/2017,8.4,10.2,12.6,467,0,0,
14/09/2017,7.6,8.9,10.8,467,10,0,
15/09/2017,7,9.8,13.8,478,0,0,
16/09/2017,6.7,9.1,12.6,478,5,0,
17/09/2017,6.6,10.9,17.1,483,0,0,
18/09/2017,7.3,8.7,11.6,483,15,0,
19/09/2017,3.6,7.5,13.5,498,0,0,
20/09/2017,1.8,5.2,9.5,498,0,0,
21/09/2017,3.4,4.8,5.8,498,23,0,
22/09/2017,4.2,5.2,6.1,521,28,0,
23/09/2017,5.6,6.9,8.3,549,8,0,
24/09/2017,5.2,7.1,9.6,556,5,0,
25/09/2017,3.9,6.1,9.7,561,3,0,
26/09/2017,1.7,6.3,12.5,564,0,0,
27/09/2017,4,6.9,10.7,564,0,0,
28/09/2017,3.7,6.8,10.3,564,0,0,
29/09/2017,0.3,4.8,8.8,564,5,0,
30/09/2017,-7.3,4.1,11.9,569,0,0,
01/10/2017,-1.2,4.3,9.9,0,0,0,
02/10/2017,4.7,5.5,6.5,0,15,0,
03/10/2017,5.2,6.9,9.6,15,5,0,
04/10/2017,6.3,7.5,10.3,20,5,0,
05/10/2017,5.1,5.9,6.7,25,13,0,
06/10/2017,2.1,5.8,10.8,38,0,0,
07/10/2017,-1.4,2.9,6.3,38,10,0,
08/10/2017,2.4,4.7,6.8,48,15,0,
09/10/2017,-0.3,5.3,9.4,64,0,0,
10/10/2017,-1.6,1.5,5.3,64,0,0,
11/10/2017,-1.6,2.1,6.9,64,0,0,
12/10/2017,0.4,2.4,3.4,64,13,0,
13/10/2017,0.9,2.6,3.9,76,3,0,
14/10/2017,-0.8,1.8,4.3,79,0,0,
15/10/2017,-7.8,-2.1,2.2,79,0,0,
16/10/2017,-13.5,-5.3,1.8,79,0,0,
17/10/2017,-11,-7.3,-3.6,79,0,0,
18/10/2017,-17.9,-8.2,-2.5,79,0,0,
19/10/2017,-12.9,-9.5,-7.2,79,0,0,
20/10/2017,-20,-11.7,-4.6,79,0,0,
21/10/2017,-9.5,-6.4,-3.4,79,3,0,
22/10/2017,-10.9,-5.9,-3.6,81,0,0,
23/10/2017,-9.5,-5.4,-2.2,81,3,0,
24/10/2017,-8.2,-5.2,-3.7,84,20,0,
25/10/2017,-4.2,-2.4,-0.2,104,23,15,
26/10/2017,-1.6,-0.9,0.2,127,20,18,18.6
27/10/2017,-3.5,-0.7,1.4,147,3,13,26
28/10/2017,-3.7,-1.6,0.2,150,0,10,30
29/10/2017,-2.8,-1.6,-0.6,150,8,10,30
30/10/2017,-2,-1.3,-0.7,157,18,10,32.5
31/10/2017,-4.5,-1.7,0.9,175,0,5,65
01/11/2017,-6.6,-3.6,1.5,175,0,5,65
02/11/2017,-8.9,-5.9,-3.9,175,0,5,65
03/11/2017,-8.6,-5.5,-2.8,175,0,8,40
04/11/2017,-8.6,-6,-3.6,175,0,5,60
05/11/2017,-5.8,-4.4,-2.7,175,0,8,40
06/11/2017,-6.8,-4.4,-2.3,175,0,8,40
07/11/2017,-11.1,-7.8,-4.3,175,0,8,40
08/11/2017,-22.2,-15.3,-10.2,175,0,8,36.7
09/11/2017,-25.1,-20,-15.9,175,0,8,33.3
10/11/2017,-25.4,-16.8,-10.8,175,0,8,33.3
11/11/2017,-21.5,-16.5,-13.3,175,0,8,33.3
12/11/2017,-24.1,-20.7,-17.3,175,0,8,33.3
13/11/2017,-23.6,-15.8,-10.4,175,0,8,
14/11/2017,-20.1,-15.7,-11.4,175,0,8,
15/11/2017,-23.2,-18.7,-14.3,175,0,8,
16/11/2017,-19.4,-12.3,-10,175,5,8,
17/11/2017,-19.6,-14.2,-9.1,180,0,13,20
18/11/2017,-16.9,-13,-9.1,180,0,13,20
19/11/2017,-14.6,-13.7,-12.5,180,5,13,20
20/11/2017,-20.9,-14,-11.3,185,0,20,15
21/11/2017,-29.7,-21.5,-16.6,185,0,20,15
22/11/2017,-34.3,-23.8,-17.8,185,0,18,17.1
23/11/2017,-20.7,-14.5,-8.1,185,0,18,17.1
24/11/2017,-12.2,-8.8,-5.4,185,0,18,17.1
25/11/2017,-18.8,-11.6,-7.9,185,0,18,17.1
26/11/2017,-20.3,-14.4,-9.8,185,0,18,17.1
27/11/2017,-14,-7.3,-4.3,185,0,20,15
28/11/2017,-9,-5.8,-2.5,185,0,20,15
29/11/2017,-8.7,-4,-0.5,185,0,20,15
30/11/2017,-15.8,-10.2,-4.2,185,0,18,17.1
01/12/2017,-20.6,-14.8,-8,185,0,18,17.1
02/12/2017,-8,-4.4,-2.7,185,18,18,17.1
03/12/2017,-2.7,-0.7,1.3,203,13,33,13.8
04/12/2017,-0.8,1.2,3.4,216,3,36,16.4
05/12/2017,-1.4,0.6,2.6,218,5,30,20
06/12/2017,-7.3,-3.1,1.9,224,0,33,19.2
07/12/2017,-6.2,-2.3,0.3,224,38,30,20.8
08/12/2017,-1.7,0,0.6,262,3,58,17
09/12/2017,-4.9,-1.3,0.8,264,3,53,19
10/12/2017,-3.2,0.1,2.4,264,0,53,19.5
11/12/2017,-0.2,2.6,4.9,264,3,51,20.5
12/12/2017,-1.6,-0.2,1.5,267,3,46,23.3
13/12/2017,-2.4,1.1,3.8,269,3,43,25.3
14/12/2017,-8.7,-3.1,0.7,272,0,43,25.9
15/12/2017,-3.6,-1.7,0.3,272,0,41,27.5
16/12/2017,-3.6,-0.3,1.2,272,5,41,27.5
17/12/2017,-16.8,-6.5,-3,277,0,46,25.6
18/12/2017,-22.2,-18.4,-12.4,277,0,46,25.6
19/12/2017,-12.7,-7.8,-4.7,277,13,46,25.6
20/12/2017,-9.8,-6.9,-5.2,290,0,64,20.4
21/12/2017,-14.6,-9.4,-6,290,0,61,21.2
22/12/2017,-22.1,-18,-13.8,290,0,61,21.2
23/12/2017,-22.7,-17.8,-14.9,290,0,58,22.2
24/12/2017,-19,-12.1,-7.2,290,0,58,22.2
25/12/2017,-9.8,-5.5,-2.3,290,0,56,23.2
26/12/2017,-24,-16.1,-6.4,290,0,56,23.2
27/12/2017,-33.3,-26.3,-21.7,290,0,56,23.2
28/12/2017,-33.8,-24.8,-19.3,290,0,53,24.3
29/12/2017,-21.2,-18.5,-15.6,290,0,53,24.3
30/12/2017,-16.9,-15.6,-14.3,290,0,53,24.3
31/12/2017,-14.3,-11.2,-6.8,290,0,53,24.3
01/01/2018,-8.5,-5.6,-2.4,290,3,53,24.3
02/01/2018,-14.7,-6.6,0.6,292,5,53,24.8
03/01/2018,-13.8,-11.6,-9.9,297,0,51,27
04/01/2018,-22,-16.4,-11.8,297,0,51,27
05/01/2018,-31.9,-25.5,-19.3,297,0,51,27
06/01/2018,-31.4,-24.4,-20.4,297,0,51,27
07/01/2018,-29.4,-26.1,-22.8,297,0,51,27
08/01/2018,-33.1,-27.4,-19.6,297,0,51,27
09/01/2018,-28.7,-20.1,-14.6,297,0,51,27
10/01/2018,-32.1,-27.8,-22.5,297,0,51,27
11/01/2018,-23.9,-16.1,-10.4,297,0,51,27
12/01/2018,-13.1,-8.4,-5.2,297,0,51,27
13/01/2018,-12.6,-5.6,-0.9,297,0,51,27
14/01/2018,-15.9,-12.3,-4.2,297,0,51,27
15/01/2018,-16.4,-11.3,-4.7,297,0,51,27
16/01/2018,-6.4,-3.5,-1.7,297,0,51,27
17/01/2018,-11.3,-5.5,-2.6,297,0,51,27
18/01/2018,-18,-11.6,-5.8,297,0,51,27
19/01/2018,-18.8,-13.7,-9.7,297,0,51,27
20/01/2018,-12.4,-9.8,-7.2,297,0,51,27
21/01/2018,-15,-14,-12.4,297,0,51,27
22/01/2018,-13.7,-11.7,-9.7,297,0,51,27
23/01/2018,-18.1,-13.2,-11.8,297,0,51,27
24/01/2018,-21.1,-17.4,-15,297,0,51,27
25/01/2018,-20.2,-19.4,-18.1,297,0,51,27
26/01/2018,-23.3,-19.6,-14.6,297,0,51,27
27/01/2018,-30.3,-25.2,-18.3,297,0,51,27
28/01/2018,-30.3,-19.7,-9,297,0,51,27
29/01/2018,-12,-9.8,-7.5,297,0,51,27
30/01/2018,-14.3,-10.6,-6.7,297,0,51,27
31/01/2018,-17.2,-13.8,-10.8,297,0,51,27
01/02/2018,-20.6,-14.5,-10.4,297,0,51,27
02/02/2018,-20.7,-13.6,-6.8,297,0,51,27
03/02/2018,-22.3,-17.3,-13,297,0,51,27
04/02/2018,-32.1,-26,-17.8,297,0,51,27
05/02/2018,-36.8,-26.7,-14.8,297,0,51,27
06/02/2018,-16.4,-10.3,-5.7,297,8,51,27
07/02/2018,-26.7,-18.6,-11.4,305,0,64,22.8
08/02/2018,-31.7,-23.9,-11.3,305,0,61,23.8
09/02/2018,-33.2,-27.4,-18.6,305,0,61,23.8
10/02/2018,-32.8,-17.8,-8.4,305,0,61,23.8
11/02/2018,-12.1,-7.8,-2.7,305,8,61,23.8
12/02/2018,-5.3,-2.5,-0.7,310,13,66,23.1
13/02/2018,-10.9,-6.4,-2.8,323,0,76,21.3
14/02/2018,-9.2,-5.5,-3,323,3,74,22.1
15/02/2018,-17.6,-11.8,-5.1,325,0,76,21.7
16/02/2018,-23.3,-14.9,-9.1,325,0,76,21.7
17/02/2018,-26.2,-18.7,-10,325,0,74,22.4
18/02/2018,-20.8,-12.6,-5.8,325,0,71,23.2
19/02/2018,-14.2,-8.4,-3.3,325,0,74,22.4
20/02/2018,-17.2,-11,-6.4,325,0,74,22.4
21/02/2018,-15.1,-10.1,-4.5,325,0,71,23.2
22/02/2018,-16.9,-8.2,-0.2,325,0,71,23.2
23/02/2018,-10.2,-6.4,-1.3,325,0,71,23.2
24/02/2018,-20.4,-8.7,-5.3,325,0,71,23.2
25/02/2018,-25.5,-17.4,-11.1,325,0,74,22.4
26/02/2018,-12.3,-10.2,-7.2,325,0,71,23.2
27/02/2018,-17.1,-11.1,-6.7,325,0,74,22.4
28/02/2018,-19.7,-13,-7.8,325,0,71,23.2
01/03/2018,-20.5,-13.1,-5.7,325,0,71,23.2
02/03/2018,-16.9,-10.3,-4.8,325,0,71,23.2
03/03/2018,-17.7,-9.8,-5.9,325,3,71,23.2
04/03/2018,-26.3,-16.4,-6.3,328,0,74,22.8
05/03/2018,-25.6,-16.7,-7.8,328,0,74,22.8
06/03/2018,-28.6,-17.6,-9.3,328,8,71,23.6
07/03/2018,-17.7,-11.3,-6.8,333,0,79,22.3
08/03/2018,-11.3,-6.3,-3.4,333,23,76,23
09/03/2018,-9.6,-3.2,1.4,356,3,97,20.5
10/03/2018,-17.6,-8.2,-0.9,358,0,91,21.9
11/03/2018,-17.1,-7.3,-0.6,358,0,89,22.6
12/03/2018,-11.9,-6.8,-1,358,0,89,22.6
13/03/2018,-11.3,-5.6,0.4,358,0,86,23.2
14/03/2018,-10.3,-3,4,358,0,84,23.9
15/03/2018,-16.5,-5.3,0.7,358,5,84,23.9
16/03/2018,-2.5,-0.7,1.4,363,13,86,23.5
17/03/2018,-0.8,1.1,4.2,376,3,89,23.7
18/03/2018,-1.4,0.1,2.7,376,0,84,25.5
19/03/2018,-6.6,-0.8,2,376,3,79,27.1
20/03/2018,-13.3,-5.1,1.1,376,0,76,28.3
21/03/2018,-8.1,-4.4,-0.1,376,0,76,28
22/03/2018,-11.6,-4.9,2.2,376,0,76,27.7
23/03/2018,-15.1,-5.2,3.3,376,0,76,27.7
24/03/2018,-14.2,-4.7,3.3,376,0,76,27.3
25/03/2018,-16.6,-6.1,2,376,0,76,27.3
26/03/2018,-18.5,-7.2,1.7,376,0,76,27.3
27/03/2018,-12.8,-4.6,1.9,376,0,76,26.3
28/03/2018,-2.8,-0.9,1.4,376,0,76,26.3
29/03/2018,-6.3,-1.4,3.2,376,0,76,26.3
30/03/2018,-6,-1.1,3.6,376,0,76,26.3
31/03/2018,-10.2,-2.4,4,376,0,76,26.3
01/04/2018,-13.2,-2.2,7.2,376,0,74,27.2
02/04/2018,-7.1,-1.2,4.9,376,0,74,27.2
03/04/2018,-12.1,-4.3,0.3,376,0,74,27.2
04/04/2018,-13.1,-6.5,-3.7,376,13,74,27.2
05/04/2018,-8.4,-1.9,3.8,389,18,89,24
06/04/2018,-11.3,-1.3,6.6,406,0,94,23.5
07/04/2018,-8.3,0.7,6,406,0,91,24.2
08/04/2018,-6.3,2,8.9,406,0,86,25.6
09/04/2018,-3,1.1,6.9,406,0,84,26.4
10/04/2018,-4.3,1,6.3,406,0,79,27.7
11/04/2018,-4.7,1.3,7.4,406,0,76,28.3
12/04/2018,-7.7,0.8,8.1,406,0,71,30
13/04/2018,-5.9,1.6,9.1,406,0,69,30
14/04/2018,-3.4,1.4,5.8,406,0,66,30
15/04/2018,-8.9,0.6,7.6,406,0,64,30
16/04/2018,-8.1,0.6,7.7,406,0,61,30.4
17/04/2018,-7.4,0.2,6.5,406,0,58,30.4
18/04/2018,-2.1,2.6,8.6,406,0,58,29.6
19/04/2018,-2.8,3.1,9.4,406,0,56,30
20/04/2018,-1.9,1.8,5.6,406,0,53,29
21/04/2018,-0.8,3.3,8.9,406,0,48,28.9
22/04/2018,-3.5,2.6,9.2,406,0,46,26.7
23/04/2018,-0.8,3.3,8.1,406,0,43,25.3
24/04/2018,-0.3,1.8,4.4,406,28,36,23.6
25/04/2018,0.4,2.7,6.2,434,3,33,22.3
26/04/2018,-0.6,2.4,6,437,0,23,16.7
27/04/2018,0,1.9,5.4,437,0,13,
28/04/2018,-0.6,1.1,3,437,5,5,
29/04/2018,0.6,2.3,3.9,442,3,3,
30/04/2018,2.1,4,6.4,444,0,0,
01/05/2018,-0.7,3.5,8.6,444,0,0,
02/05/2018,-2.3,2.4,7.1,444,0,0,
03/05/2018,-0.8,1.4,5.1,444,3,0,
04/05/2018,0,1.3,4.3,447,15,0,
05/05/2018,1.3,3.1,7.1,462,0,0,
06/05/2018,0.9,3.4,7.3,462,0,0,
07/05/2018,-1.4,2.9,8.7,462,0,0,
08/05/2018,-2.7,3.6,8.4,462,0,0,
09/05/2018,1.7,6.1,11.3,462,3,0,
10/05/2018,4.3,6.9,12.4,465,8,0,
11/05/2018,2,4.7,9.1,472,5,0,
12/05/2018,1.1,4.9,9.3,478,0,0,
13/05/2018,0.1,6.4,11.9,478,0,0,
14/05/2018,2.6,6.8,11.9,478,0,0,
15/05/2018,2.5,4.9,8.7,478,3,0,
16/05/2018,0.8,4.7,7.8,480,0,0,
17/05/2018,3.1,6,9.5,480,3,0,
18/05/2018,3.8,6.4,9.4,483,8,0,
19/05/2018,4.4,8.1,11.7,490,0,0,
20/05/2018,4.6,8.1,12.7,490,0,0,
21/05/2018,4.3,8.1,15.1,490,0,0,
22/05/2018,1.6,8.3,14.7,490,0,0,
23/05/2018,5.1,9.2,12.5,490,0,0,
24/05/2018,1.8,8.6,14.5,490,0,0,
25/05/2018,2.8,9.3,15.8,490,0,0,
26/05/2018,4.4,11.7,19.1,490,0,0,
27/05/2018,5,11.1,19.8,490,5,0,
28/05/2018,3.3,7,13.1,495,3,0,
29/05/2018,3,6.4,11.1,498,0,0,
30/05/2018,1.9,4.8,8.7,498,5,0,
31/05/2018,-0.2,6.7,13.3,503,0,0,
01/06/2018,3.1,10.1,17.8,503,0,0,
02/06/2018,3.8,11.3,19.6,503,0,0,
03/06/2018,1.6,8,14.3,503,3,0,
04/06/2018,-0.3,6.6,14.6,505,0,0,
05/06/2018,1.5,6.9,15.2,505,3,0,
06/06/2018,2.5,6.4,13.8,508,0,0,
07/06/2018,1.4,8.1,15,508,0,0,
08/06/2018,3.7,8.4,15.2,508,3,0,
09/06/2018,2.3,8,15.6,511,0,0,
10/06/2018,-1.2,5.8,14.1,511,0,0,
11/06/2018,-2.1,2.9,8,511,0,0,
12/06/2018,-4.3,1.6,8.5,511,0,0,
13/06/2018,-2,3.8,11.2,511,0,0,
14/06/2018,0.3,7.2,13.9,511,0,0,
15/06/2018,-0.2,2.7,6.1,511,20,0,
16/06/2018,0.2,2.2,4.3,531,5,0,
17/06/2018,1.7,3.6,7.3,536,3,0,
18/06/2018,1.4,3.4,5.7,538,28,0,
19/06/2018,1.4,5.1,11.6,566,0,0,
20/06/2018,2.1,7.6,14.7,566,0,0,
21/06/2018,2.6,5.3,8.8,566,0,0,
22/06/2018,1.3,4.5,9.3,566,0,0,
23/06/2018,1.1,5.1,11.1,566,0,0,
24/06/2018,-0.2,3.2,9.1,566,0,0,
25/06/2018,0,4.3,9.8,566,0,0,
26/06/2018,-1,4.7,10.6,566,0,0,
27/06/2018,0.7,4.6,8.9,566,0,0,
28/06/2018,1.1,5.2,11,566,0,0,
29/06/2018,1.6,6.2,13.6,566,0,0,
30/06/2018,1.2,6.3,12.7,566,0,0,
01/07/2018,0.6,6.6,16.7,566,0,0,
02/07/2018,-4.4,8.9,20.3,566,0,0,
03/07/2018,4.4,13.8,23.3,566,0,0,
04/07/2018,5.9,13.6,22.3,566,0,0,
05/07/2018,7.6,13,20.3,566,0,0,
06/07/2018,7.2,15.5,23.7,566,0,0,
07/07/2018,6.1,13.2,20.6,566,0,0,
08/07/2018,4.9,7.2,9.5,566,3,0,
09/07/2018,3.7,5.7,8.3,569,10,0,
10/07/2018,3.2,6.4,11.1,579,3,0,
11/07/2018,3.6,7,12.1,582,0,0,
12/07/2018,-0.2,5.8,12.3,582,0,0,
13/07/2018,2.4,6,13.1,582,0,0,
14/07/2018,2.2,5.8,10.6,582,3,0,
15/07/2018,2.6,6.6,14.7,584,5,0,
16/07/2018,2.8,6.6,13.1,589,8,0,
17/07/2018,1.5,7.8,15.3,597,0,0,
18/07/2018,-0.7,7.6,16.3,597,0,0,
19/07/2018,-0.7,8.7,17,597,0,0,
20/07/2018,-0.6,5.5,13.3,597,0,0,
21/07/2018,-0.7,8.4,19.3,597,0,0,
22/07/2018,3,8.9,17.2,597,0,0,
23/07/2018,1.3,7.1,11.2,597,0,0,
24/07/2018,5.3,9,13.8,597,0,0,
25/07/2018,4.4,7.2,10.3,597,5,0,
26/07/2018,4.7,7.2,10.4,602,3,0,
27/07/2018,3.4,7.2,13,605,3,0,
28/07/2018,2.2,7.2,12.7,607,0,0,
29/07/2018,4.2,9.2,15,607,0,0,
30/07/2018,5.2,9.9,15.9,607,0,0,
31/07/2018,4.3,9.7,17.4,607,0,0,
01/08/2018,-0.3,5.1,8.6,607,0,0,
02/08/2018,-1.7,2.3,5,607,8,0,
03/08/2018,1.1,6.8,14.6,615,0,0,
04/08/2018,-0.1,6.7,12.3,615,0,0,
05/08/2018,2.5,4.7,6.9,615,0,0,
06/08/2018,,,,615,0,0,
07/08/2018,,,,615,3,0,
08/08/2018,,,,617,0,0,
09/08/2018,,,,617,0,0,
10/08/2018,,,,617,0,0,
11/08/2018,,,,617,8,0,
12/08/2018,,,,625,10,0,
13/08/2018,,,,635,0,0,
14/08/2018,,,,635,0,0,
15/08/2018,,,,635,0,0,
16/08/2018,,,,635,0,0,
17/08/2018,,,,635,3,0,
18/08/2018,,,,638,0,0,
19/08/2018,,,,638,5,0,
20/08/2018,,,,643,10,0,
21/08/2018,,,,653,10,0,
22/08/2018,,,,663,3,0,
23/08/2018,,,,665,3,0,
24/08/2018,,,,668,8,0,
25/08/2018,,,,676,0,0,
26/08/2018,,,,676,10,0,
27/08/2018,,,,686,0,0,
28/08/2018,,,,686,0,0,
29/08/2018,,,,686,0,0,
30/08/2018,,,,686,0,0,
31/08/2018,,,,686,0,0,
01/09/2018,,,,686,0,0,
02/09/2018,,,,686,0,0,
03/09/2018,,,,686,0,0,
04/09/2018,,,,686,0,0,
05/09/2018,,,,686,0,0,
06/09/2018,,,,686,0,0,
07/09/2018,,,,686,0,0,
08/09/2018,,,,686,0,0,
09/09/2018,,,,686,0,0,
10/09/2018,,,,686,0,0,
11/09/2018,,,,686,0,0,
12/09/2018,,,,686,0,0,
13/09/2018,,,,686,0,0,
14/09/2018,,,,686,0,0,
15/09/2018,,,,686,0,0,
16/09/2018,,,,686,0,0,
17/09/2018,,,,686,0,0,
18/09/2018,,,,686,0,0,
19/09/2018,,,,686,3,0,
20/09/2018,,,,688,0,0,
21/09/2018,,,,688,0,0,
22/09/2018,,,,688,13,0,
23/09/2018,,,,701,0,0,
24/09/2018,,,,701,36,0,
25/09/2018,,,,737,3,0,
26/09/2018,,,,739,0,0,
27/09/2018,,,,739,0,0,
28/09/2018,,,,739,0,0,
29/09/2018,,,,739,0,0,
30/09/2018,,,,739,0,0,
01/10/2018,,,,0,0,0,
02/10/2018,,,,0,0,0,
03/10/2018,,,,0,0,0,
04/10/2018,,,,0,5,0,
05/10/2018,,,,5,5,0,
06/10/2018,,,,10,0,0,
07/10/2018,,,,10,3,0,
08/10/2018,,,,13,3,0,
09/10/2018,,,,15,0,0,
10/10/2018,,,,15,5,0,
11/10/2018,,,,20,3,0,
12/10/2018,,,,23,33,0,
13/10/2018,,,,56,38,0,
14/10/2018,,,,94,3,0,
15/10/2018,,,,97,41,0,
16/10/2018,,,,137,28,0,
17/10/2018,,,,165,5,0,
18/10/2018,,,,170,3,0,
19/10/2018,,,,173,0,0,
20/10/2018,,,,173,3,0,
21/10/2018,,,,175,5,0,
22/10/2018,,,,180,0,0,
23/10/2018,,,,180,8,0,
24/10/2018,,,,188,0,0,
25/10/2018,,,,188,3,0,
26/10/2018,,,,190,0,0,
27/10/2018,,,,190,0,0,
28/10/2018,,,,190,0,0,
29/10/2018,,,,190,0,0,
30/10/2018,,,,190,0,0,
31/10/2018,,,,190,0,0,
01/11/2018,,,,190,0,0,
02/11/2018,,,,190,0,0,
03/11/2018,,,,190,0,0,
04/11/2018,,,,190,0,0,
05/11/2018,,,,190,0,0,
06/11/2018,,,,190,0,0,
07/11/2018,,,,190,0,0,
08/11/2018,,,,190,0,0,
09/11/2018,,,,190,0,0,
10/11/2018,,,,190,0,0,
11/11/2018,,,,190,28,0,
12/11/2018,,,,218,10,13,
13/11/2018,,,,229,3,10,
14/11/2018,,,,231,0,8,
15/11/2018,,,,231,0,8,
16/11/2018,,,,231,3,8,
17/11/2018,,,,234,3,8,
18/11/2018,,,,236,33,8,33.3
19/11/2018,,,,269,5,5,50
20/11/2018,,,,274,3,5,50
21/11/2018,,,,274,0,5,55
22/11/2018,,,,274,0,5,
23/11/2018,,,,274,0,5,
24/11/2018,,,,274,3,5,
25/11/2018,,,,277,5,5,50
26/11/2018,,,,279,5,13,24
27/11/2018,,,,284,0,8,46.7
28/11/2018,,,,284,3,8,46.7
29/11/2018,,,,287,0,8,46.7
30/11/2018,,,,287,3,8,46.7
01/12/2018,,,,290,8,10,35
02/12/2018,,,,297,10,20,21.2
03/12/2018,,,,307,5,30,17.5
04/12/2018,,,,307,3,28,20.9
05/12/2018,,,,310,0,30,19.2
06/12/2018,,,,310,10,28,20.9
07/12/2018,,,,320,18,30,21.7
08/12/2018,,,,338,5,30,25
09/12/2018,,,,343,0,30,25.8
10/12/2018,,,,343,3,28,28.2
11/12/2018,,,,345,10,30,25.8
12/12/2018,,,,356,0,41,21.2
13/12/2018,,,,356,0,41,21.2
14/12/2018,,,,356,0,38,22.7
15/12/2018,,,,356,5,38,22.7
16/12/2018,,,,361,10,41,21.9
17/12/2018,,,,371,0,48,20.5
18/12/2018,,,,371,0,48,20.5
19/12/2018,,,,371,3,48,20.5
20/12/2018,,,,371,0,48,21.1
21/12/2018,,,,371,13,46,22.2
22/12/2018,,,,384,0,53,20
23/12/2018,,,,384,0,51,21
24/12/2018,,,,384,0,51,21
25/12/2018,,,,384,0,48,22.1
26/12/2018,,,,384,0,48,22.1
27/12/2018,,,,384,3,48,22.1
